Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCI06,OUT010,481.73788
DRM11,OUT035,4079.6045
NCH07,OUT018,2314.224
FDS23,OUT013,2100.697
FDO49,OUT018,605.56036
FDS35,OUT049,1068.5514
DRK39,OUT045,1304.1572
DRI39,OUT049,913.5894
FDV04,OUT017,2058.7954
NCN14,OUT035,3106.355
FDH08,OUT013,3882.8928
FDS20,OUT046,3148.2375
FDV40,OUT049,1177.9833
FDZ48,OUT010,369.24075
FDS24,OUT027,2278.8723
FDK44,OUT049,2384.8833
FDS48,OUT045,2399.8398
FDK26,OUT010,488.56857
FDD23,OUT045,3075.7883
NCH54,OUT017,2672.129
NCP14,OUT010,328.3623
FDM60,OUT010,38.096306
FDV24,OUT017,2451.8035
FDH08,OUT018,3442.4707
FDS12,OUT027,3264.1426
FDR39,OUT027,4860.6675
FDP12,OUT027,1092.74
DRF60,OUT027,6065.4897
FDC09,OUT035,1735.0911
FDF50,OUT018,2764.2244
FDG28,OUT035,3883.2725
NCE19,OUT017,918.69885
NCM53,OUT010,330.49405
NCN18,OUT049,2186.6885
FDF32,OUT035,3040.9963
FDF11,OUT013,3927.5728
DRI59,OUT049,3735.0403
NCG54,OUT035,2795.5532
FDM44,OUT046,1662.9078
FDT57,OUT018,3493.3794
FDV24,OUT046,2429.6416
FDI50,OUT019,918.73584
FDS09,OUT035,858.45844
NCC31,OUT027,3819.2734
FDQ07,OUT019,572.6529
FDC22,OUT017,3170.3994
FDZ56,OUT046,2723.3704
FDZ40,OUT019,209.78273
FDS46,OUT027,3057.771
DRD24,OUT045,2085.62
FDV45,OUT017,3158.7083
FDL26,OUT045,2399.8398
FDA56,OUT018,1796.688
FDN27,OUT046,1724.1079
FDM20,OUT049,4138.872
FDO16,OUT017,1351.0586
FDL03,OUT035,3170.8657
FDE58,OUT046,1874.5208
FDI02,OUT027,3043.3293
NCC55,OUT019,38.096306
FDR03,OUT018,3096.6914
FDB14,OUT017,1513.0441
FDR45,OUT013,5555.329
NCN07,OUT017,2128.9658
FDM51,OUT019,335.32053
FDT52,OUT027,6001.6562
FDL26,OUT046,2472.289
NCZ42,OUT046,3914.192
DRI47,OUT019,368.36288
FDW40,OUT013,2158.0693
FDN34,OUT046,2723.3704
FDS01,OUT035,2963.5515
NCG55,OUT045,1819.6273
FDC11,OUT035,1423.6262
FDX35,OUT018,3308.4302
NCB06,OUT046,2604.5571
FDR09,OUT019,717.7849
FDC53,OUT017,1547.6656
FDY45,OUT013,4090.2305
FDA22,OUT010,411.3043
FDE02,OUT035,1597.687
FDW21,OUT045,1569.5768
FDV34,OUT046,1150.7749
FDS59,OUT049,1673.7312
NCW17,OUT017,2092.8015
NCK54,OUT046,1892.0767
FDG17,OUT019,733.07446
FDG35,OUT017,2716.956
FDD08,OUT010,12.7175665
NCO07,OUT017,3518.4421
FDJ10,OUT010,336.63098
FDW36,OUT017,1678.8407
FDW21,OUT010,320.66818
FDY19,OUT017,1896.6826
DRE03,OUT013,774.9481
NCC55,OUT049,692.1924
FDH52,OUT010,183.41933
FDO09,OUT017,4441.215
FDU43,OUT045,2237.7983
FDX09,OUT010,438.9658
FDH40,OUT019,262.9152
FDW58,OUT017,1633.341
FDC47,OUT017,4806.288
NCR41,OUT035,1603.916
DRG49,OUT035,3959.9426
FDC52,OUT027,3819.2734
FDY13,OUT046,1157.0039
FDY35,OUT013,687.59814
FDI35,OUT017,3351.1921
NCU18,OUT049,2168.8923
FDY33,OUT018,2937.4238
FDC15,OUT027,4022.7168
FDU01,OUT049,3113.9744
NCU42,OUT046,3287.741
NCV29,OUT018,2601.0356
NCY30,OUT017,3148.1052
FDQ46,OUT049,1857.7202
FDG58,OUT027,3819.2734
FDK33,OUT017,3508.0852
NCD07,OUT045,1813.3983
NCX29,OUT027,3819.2734
NCT42,OUT013,2376.801
DRN59,OUT035,864.68744
FDI44,OUT035,1358.7675
FDA45,OUT049,2703.8767
FDP31,OUT045,856.597
FDY01,OUT046,1885.8477
FDT09,OUT018,1858.9695
DRH03,OUT027,2614.5684
FDA36,OUT018,2667.8328
NCF31,OUT017,2488.2222
FDG14,OUT049,3025.8223
FDG28,OUT027,5924.987
FDU14,OUT049,4072.8184
FDY47,OUT019,317.3151
FDI56,OUT049,1408.1962
DRD01,OUT013,902.7662
FDM22,OUT046,902.7662
FDH33,OUT013,687.59814
DRZ24,OUT013,1885.8477
NCQ38,OUT046,1662.9078
FDO16,OUT027,2298.6514
FDU07,OUT027,3819.2734
NCB07,OUT013,3092.2769
FDU48,OUT045,2034.3563
NCM43,OUT045,2577.5178
FDR31,OUT010,274.79184
DRK49,OUT018,506.88303
NCI30,OUT010,521.8487
DRD60,OUT017,2945.995
NCG19,OUT046,3442.005
FDH12,OUT035,1728.862
FDM32,OUT035,1563.0654
FDM27,OUT035,2544.472
NCU53,OUT027,3984.0125
NCQ18,OUT046,1592.8429
FDS10,OUT013,2846.2825
FDB33,OUT027,4181.414
FDI12,OUT013,1362.7699
NCW42,OUT013,3695.8037
NCC06,OUT018,2275.209
FDW02,OUT017,2376.6584
NCD43,OUT017,1678.8407
FDM57,OUT018,1162.8351
FDA58,OUT017,3830.1384
FDK56,OUT046,3148.2375
FDP52,OUT045,3743.8154
FDW20,OUT018,1779.0217
FDS52,OUT049,1667.5022
NCT29,OUT018,1721.8553
NCL54,OUT013,2862.856
FDC05,OUT045,3082.017
FDF34,OUT035,3157.612
FDP03,OUT027,3122.038
FDD32,OUT010,269.1442
FDZ10,OUT045,1998.1903
FDZ40,OUT035,968.7206
FDD51,OUT018,500.654
NCY30,OUT019,420.94144
FDP58,OUT017,3511.037
FDV49,OUT017,4199.33
FDY24,OUT019,163.08041
NCO55,OUT017,1685.0697
FDR13,OUT017,1908.0095
FDS51,OUT017,1003.83887
FDP26,OUT045,1584.2295
NCB54,OUT027,3310.7913
FDF32,OUT017,3182.179
FDN31,OUT018,2743.1794
DRM48,OUT017,684.38104
FDN20,OUT049,2682.8784
DRL01,OUT046,3954.8728
FDV56,OUT049,1576.5436
DRH13,OUT027,2665.4077
FDA03,OUT017,2476.8948
FDF47,OUT027,5311.912
FDX32,OUT046,2472.289
FDX57,OUT049,1542.5562
NCA30,OUT045,3019.8276
FDO49,OUT013,786.275
FDL04,OUT019,317.03528
DRM48,OUT035,734.40283
FDR16,OUT013,4297.1313
NCC19,OUT018,2789.7686
NCE42,OUT045,3931.1753
FDY24,OUT017,904.0464
FDH19,OUT049,2822.364
FDJ46,OUT013,2856.6272
FDN45,OUT010,478.48602
FDY08,OUT035,2190.3142
FDZ37,OUT035,1434.9531
NCT30,OUT045,746.88306
DRY23,OUT018,500.654
NCZ30,OUT018,1796.688
FDC44,OUT018,1675.1564
FDB45,OUT035,1567.1223
FDY04,OUT013,2649.967
FDM27,OUT046,2604.5571
FDZ43,OUT017,3930.9143
FDT39,OUT019,325.71487
NCC06,OUT019,805.92926
FDL15,OUT027,3825.5022
FDL57,OUT017,4235.5776
FDU08,OUT046,1525.5038
FDK40,OUT017,4360.929
FDQ12,OUT010,96.09257
FDS48,OUT017,2494.451
FDP09,OUT045,3402.6438
FDW21,OUT049,1582.7845
FDY25,OUT035,4252.8706
DRE13,OUT017,1370.279
FDV43,OUT019,44.325294
FDD22,OUT045,2225.5986
FDM46,OUT019,255.95514
NCO30,OUT010,472.32785
FDM25,OUT046,2856.6272
NCN41,OUT049,2079.131
FDU24,OUT045,1447.3823
FDZ50,OUT046,3361.1335
FDP45,OUT013,3264.7546
NCM54,OUT045,1998.1903
FDW10,OUT019,459.13138
FDP20,OUT017,2043.7454
FDK32,OUT046,2472.289
FDN52,OUT049,1373.5933
FDM58,OUT045,1730.2721
FDZ46,OUT027,3031.2773
NCA18,OUT018,1668.9274
FDD35,OUT046,2068.308
NCK31,OUT035,858.45844
FDI40,OUT027,2665.4077
FDT50,OUT019,279.24988
NCT06,OUT046,2649.967
FDT31,OUT035,3146.1924
FDT45,OUT049,872.06714
FDT13,OUT045,3082.017
FDO50,OUT045,1348.775
NCU18,OUT010,367.25272
NCR54,OUT049,3154.4148
NCO18,OUT018,2607.2644
FDU09,OUT045,888.2658
FDT13,OUT018,2806.8718
FDE09,OUT046,1846.8969
NCK53,OUT019,341.3181
FDG45,OUT049,3830.6655
DRH15,OUT035,756.53735
FDO21,OUT019,741.6305
FDD14,OUT027,5154.3633
FDC09,OUT046,1662.9078
FDH45,OUT027,1124.3477
FDV32,OUT046,1057.728
FDG12,OUT035,1958.0309
FDS32,OUT013,2124.36
NCL55,OUT018,3612.0098
DRE01,OUT035,3928.6387
DRE15,OUT049,1297.4076
NCL42,OUT045,4959.28
FDP31,OUT013,895.98895
FDN33,OUT018,1306.842
FDZ59,OUT046,2705.6184
FDE45,OUT010,471.4415
FDJ07,OUT013,1885.8477
FDQ45,OUT018,2737.8347
FDM33,OUT027,5512.342
FDO15,OUT010,253.35959
FDM46,OUT013,1502.2091
FDR03,OUT045,3409.0671
FDY49,OUT018,2433.0376
FDQ60,OUT045,1795.9634
FDW10,OUT049,3273.6992
FDO51,OUT049,692.1924
FDJ40,OUT018,1482.1935
FDS20,OUT018,2800.643
FDU45,OUT013,1853.1259
FDV02,OUT035,2795.5532
FDN09,OUT046,3735.447
NCM55,OUT027,5201.1436
FDN23,OUT018,2175.7456
FDY31,OUT010,302.35495
FDW03,OUT010,320.66818
FDD14,OUT046,3096.812
FDV23,OUT017,2086.5728
DRI03,OUT045,2747.7593
FDN13,OUT035,1647.4702
FDF45,OUT027,1740.5645
FDU46,OUT035,1434.9531
FDB57,OUT049,3689.954
FDV12,OUT049,1603.6663
FDQ58,OUT013,2466.0603
NCA18,OUT017,1908.0095
FDH52,OUT049,986.2714
FDM24,OUT018,2139.327
NCP43,OUT027,4895.1006
NCO18,OUT019,445.1948
FDM32,OUT017,1408.2078
NCL07,OUT017,684.38104
FDK03,OUT013,4127.074
FDP59,OUT017,1517.101
FDQ24,OUT049,4067.0852
FDQ16,OUT018,1464.6376
FDU44,OUT013,2604.5571
FDH28,OUT010,37.36708
FDV28,OUT019,11.988351
FDM22,OUT045,863.3742
FDR56,OUT046,3108.95
FDV39,OUT049,3096.2522
FDU37,OUT019,326.81616
FDQ11,OUT010,437.61694
FDX02,OUT045,3657.9968
NCS42,OUT018,1321.4948
FDY57,OUT027,2597.0122
FDB21,OUT049,3867.2788
FDE28,OUT017,3852.2087
FDQ55,OUT017,1914.2385
FDA48,OUT049,3709.965
FDZ19,OUT045,2760.7256
NCC43,OUT045,3383.6863
NCV18,OUT046,1698.3928
NCA42,OUT018,2307.9954
FDY45,OUT046,4068.6885
NCC30,OUT045,2825.1482
FDM57,OUT013,1362.7699
FDL09,OUT010,124.743706
FDB09,OUT027,3221.2
FDT44,OUT035,1964.2599
NCT06,OUT027,4163.891
FDX26,OUT049,3165.2893
FDK32,OUT013,2472.289
DRA12,OUT046,2151.8406
FDO46,OUT010,515.11816
FDE52,OUT013,1362.7699
NCH42,OUT045,3763.117
FDV08,OUT035,753.5526
FDB47,OUT018,3032.5493
FDC28,OUT010,363.01175
FDD22,OUT046,2336.9983
FDS07,OUT027,3057.771
DRI13,OUT045,3453.9587
FDG32,OUT018,3326.471
FDU14,OUT017,4123.361
FDD28,OUT019,206.70007
NCP41,OUT017,1685.0697
FDS08,OUT049,2384.846
FDX47,OUT045,2525.8792
FDC53,OUT019,335.32053
FDQ19,OUT035,3451.2827
FDL14,OUT045,2393.611
FDM33,OUT019,586.8464
FDA51,OUT045,1813.3983
FDZ27,OUT018,605.56036
FDT04,OUT046,687.59814
DRC13,OUT049,2072.9023
FDR16,OUT027,6177.137
FDQ03,OUT027,5133.587
FDE38,OUT035,2789.3245
DRH23,OUT027,1704.8384
FDT11,OUT019,488.56857
FDD09,OUT035,2996.016
FDR40,OUT045,1304.1572
FDX07,OUT017,3158.9797
FDR07,OUT035,1435.9473
FDA51,OUT017,1908.0095
FDT59,OUT019,615.99805
FDF20,OUT017,3176.6282
FDR13,OUT045,1813.3983
FDY26,OUT049,4070.985
FDW04,OUT017,2140.2932
FDK52,OUT017,3840.789
FDN60,OUT049,2615.3801
FDM09,OUT019,438.9658
FDP46,OUT049,1379.8223
FDB50,OUT019,246.40129
NCQ29,OUT049,3610.34
FDP16,OUT027,5836.5103
FDX33,OUT018,2353.4055
FDP07,OUT010,504.11752
FDN22,OUT046,3973.6433
FDF39,OUT049,3832.919
FDS21,OUT017,986.28296
NCM42,OUT013,1642.0261
FDK50,OUT019,417.96548
DRF13,OUT027,3825.5022
FDH35,OUT018,2340.6548
FDP60,OUT018,1412.1285
DRJ49,OUT027,3310.7913
NCT42,OUT019,272.87415
FDE38,OUT049,2727.9646
FDI04,OUT049,3165.2893
NCH54,OUT045,2532.108
FDT56,OUT049,919.51337
DRD15,OUT018,3442.4707
FDV58,OUT013,2952.738
FDP21,OUT049,3159.0605
FDH05,OUT013,3857.8176
FDR10,OUT027,4163.891
NCP06,OUT045,2375.9443
FDF33,OUT049,1667.5022
DRK37,OUT013,3804.555
DRH49,OUT045,1292.8303
FDT58,OUT013,2717.1416
FDD41,OUT018,1475.9645
FDP40,OUT018,1575.0801
FDM51,OUT027,2665.4077
FDO45,OUT010,252.71631
FDW33,OUT010,335.32053
FDY24,OUT045,842.49274
FDB10,OUT010,56.94811
FDM40,OUT035,2224.0234
NCI06,OUT017,2868.7314
FDW12,OUT019,289.0508
FDX48,OUT027,3825.5022
NCW05,OUT027,3152.3499
FDX27,OUT017,1529.9994
DRM37,OUT045,3876.9102
FDA38,OUT045,3592.3274
FDR36,OUT046,681.36914
FDZ45,OUT046,3154.4663
FDG05,OUT017,2620.4902
FDK28,OUT013,4310.5283
FDV47,OUT045,1329.6067
FDN21,OUT045,2379.5186
FDP20,OUT027,3144.9426
FDI35,OUT045,3256.581
DRY23,OUT013,681.36914
FDA56,OUT017,2084.2412
FDB09,OUT013,2041.6613
NCO26,OUT027,3051.5422
FDQ49,OUT018,1914.8092
FDI52,OUT027,3230.2908
FDZ44,OUT027,3051.5422
FDZ09,OUT018,2359.6343
FDY03,OUT049,1902.9
NCG42,OUT017,2128.9658
DRI13,OUT027,5543.6455
FDQ32,OUT013,2070.6396
FDW16,OUT035,1475.785
FDU27,OUT046,774.9481
FDR28,OUT010,424.1945
FDQ49,OUT010,59.49646
FDS37,OUT046,1885.8477
FDW26,OUT018,2891.756
FDX12,OUT018,3478.3752
NCP06,OUT013,2448.3936
FDW45,OUT010,326.01846
NCN30,OUT049,1542.5562
FDN24,OUT049,872.06714
NCL41,OUT027,1098.969
FDR02,OUT019,348.05008
FDD09,OUT010,466.079
FDS33,OUT010,246.48721
FDU22,OUT045,2163.2847
FDI53,OUT013,2643.7383
DRH01,OUT049,2873.679
FDX32,OUT013,2158.0693
NCP30,OUT018,489.3269
FDB60,OUT045,3075.7883
FDB14,OUT049,1501.7056
NCP02,OUT035,968.7206
FDJ10,OUT017,2122.859
FDG34,OUT046,1796.4924
NCB18,OUT017,1373.6049
FDM16,OUT049,1161.5983
FDW25,OUT018,1148.1824
FDB35,OUT010,269.14236
DRN11,OUT013,2151.8406
FDF41,OUT019,559.36926
FDH16,OUT045,1323.3777
NCQ50,OUT018,3098.15
DRH23,OUT018,722.0515
DRJ37,OUT013,2466.0603
DRJ24,OUT027,5205.7896
FDY16,OUT035,3209.0007
FDQ27,OUT045,1569.5768
FDZ33,OUT045,2393.611
FDF29,OUT045,2051.911
FDA08,OUT049,2654.5613
FDG31,OUT046,1063.957
FDE34,OUT019,515.11816
NCR30,OUT027,2050.308
FDV33,OUT035,4122.215
DRZ24,OUT018,1715.6263
NCL54,OUT035,2935.0388
FDR12,OUT049,2623.8582
NCC54,OUT046,3909.5044
DRN59,OUT013,792.504
FDX50,OUT019,351.68472
FDV31,OUT027,4837.485
NCA29,OUT027,4731.8496
FDW60,OUT049,2831.0315
FDX08,OUT017,3176.6282
DRD49,OUT013,3877.9978
FDD33,OUT046,3836.2756
FDW35,OUT013,681.36914
FDJ36,OUT017,1685.0697
FDV51,OUT035,2795.5532
FDW36,OUT046,1656.6788
FDH35,OUT046,2615.5347
NCS30,OUT027,3156.122
FDN49,OUT017,709.7598
FDL08,OUT018,3372.2126
FDI09,OUT013,3826.5723
FDP19,OUT018,1852.7405
FDU21,OUT010,12.7175665
NCP41,OUT045,1590.4585
FDY10,OUT013,1853.1259
FDP12,OUT018,475.27496
NCN26,OUT049,1896.671
FDK44,OUT013,2374.0603
FDC28,OUT049,1667.5022
FDJ41,OUT027,6098.5493
NCT29,OUT035,2140.491
NCH42,OUT019,583.9846
FDU60,OUT018,2496.5261
FDS02,OUT045,3075.7883
FDC51,OUT046,2062.0793
FDU03,OUT013,3103.1514
FDX39,OUT045,3453.9587
NCY05,OUT010,18.946568
NCL06,OUT027,6076.4365
FDD32,OUT035,1358.7675
NCN41,OUT045,1995.8586
NCX53,OUT049,2151.3362
FDU57,OUT019,362.13388
FDQ23,OUT046,1656.6788
FDQ52,OUT045,4081.4783
FDC14,OUT045,648.2062
FDY09,OUT035,2935.0388
FDQ28,OUT045,2399.8398
FDV25,OUT046,4928.592
FDJ07,OUT035,1958.0309
DRB25,OUT049,1673.7312
FDK52,OUT019,548.7026
FDY52,OUT027,1808.0339
FDB28,OUT046,3148.2375
FDT36,OUT035,734.40283
FDV25,OUT017,4971.747
NCN07,OUT027,3299.4639
FDC57,OUT017,3158.9797
FDQ03,OUT018,3313.2341
FDU23,OUT017,2745.5322
NCX41,OUT035,3570.0679
NCD06,OUT035,864.68744
FDW08,OUT045,1590.4585
NCU29,OUT017,2488.2222
NCE06,OUT013,2439.3516
FDV52,OUT010,308.81433
FDB02,OUT017,2878.789
NCR18,OUT045,648.2062
FDK16,OUT049,1536.3271
NCQ29,OUT010,565.8632
FDZ01,OUT019,335.32053
FDW27,OUT035,2634.0925
FDD17,OUT018,3468.8796
FDW39,OUT013,2856.6272
DRH59,OUT045,1084.364
FDS52,OUT013,1656.6788
FDU40,OUT027,5108.257
NCF54,OUT013,2845.9734
FDH46,OUT045,1584.2295
NCP14,OUT049,1667.5022
FDH50,OUT049,3165.2893
DRF15,OUT010,308.62604
FDV27,OUT027,2399.6877
NCJ06,OUT049,1980.5138
FDN02,OUT018,3159.4998
FDQ51,OUT049,803.3273
FDQ07,OUT017,3721.304
FDS45,OUT049,1699.9178
NCJ06,OUT045,1978.3027
FDD36,OUT035,1964.2599
FDY25,OUT045,4254.7446
FDU52,OUT046,2466.0603
DRK47,OUT017,3904.5054
NCL30,OUT017,2092.8015
FDN22,OUT035,4079.4927
NCF30,OUT027,3270.3713
FDK03,OUT035,4168.0947
FDT45,OUT017,924.92786
NCC54,OUT027,5946.0586
FDP08,OUT018,2789.2234
FDU44,OUT046,2649.967
DRG39,OUT035,933.4273
FDU32,OUT049,2072.9023
FDY27,OUT049,2686.7285
NCP54,OUT013,2068.308
NCZ41,OUT049,2063.9065
DRL49,OUT013,1763.475
FDI05,OUT018,1099.6409
FDY56,OUT045,3982.9583
DRC13,OUT013,2062.0793
NCV29,OUT017,2939.7664
FDR24,OUT049,1414.4252
FDZ34,OUT018,4108.1724
FDP37,OUT035,2142.8225
FDX08,OUT027,4911.983
FDS57,OUT045,2085.62
NCG18,OUT049,1673.7312
FDK25,OUT018,2709.272
FDH53,OUT049,1279.8517
DRI59,OUT018,3354.4448
FDA52,OUT046,2862.856
FDT20,OUT010,38.096306
FDE36,OUT019,1281.5386
FDI24,OUT017,3145.0083
FDB28,OUT018,2800.643
FDV11,OUT017,2878.789
FDP01,OUT046,2448.3936
FDD34,OUT027,4157.6626
FDJ50,OUT027,1411.6414
FDZ44,OUT013,1885.8477
DRO59,OUT035,1259.5806
DRB48,OUT045,648.2062
FDR21,OUT018,2554.8745
NCE42,OUT010,853.1815
FDO23,OUT046,1508.4381
NCE30,OUT018,3156.4304
FDQ22,OUT035,734.40283
FDY01,OUT045,1813.3983
FDS08,OUT017,2430.9263
FDG28,OUT018,3129.2065
FDQ51,OUT018,611.78937
FDB05,OUT017,4004.4727
FDO56,OUT049,1896.671
FDE02,OUT018,1321.4948
FDN45,OUT017,3640.3975
FDS09,OUT013,786.275
NCA54,OUT018,2618.7363
FDP09,OUT010,556.9922
FDC53,OUT045,1523.3698
NCM55,OUT017,3165.7537
FDL09,OUT018,2000.1072
FDA11,OUT019,262.91336
FDA50,OUT045,1476.906
FDC23,OUT017,2921.0903
FDE22,OUT049,2609.1514
FDD23,OUT046,3148.2375
NCA29,OUT049,2867.4502
FDK38,OUT046,2466.0603
DRC13,OUT046,2062.0793
NCP43,OUT049,2891.5378
FDX28,OUT049,1582.7845
FDF08,OUT049,1414.4252
FDZ33,OUT046,2466.0603
FDD10,OUT049,2251.207
FDO58,OUT017,2653.1494
FDI50,OUT017,4268.9487
FDO58,OUT045,2543.0854
FDX08,OUT013,2923.8333
NCK17,OUT010,38.096306
FDF39,OUT035,4462.669
FDU45,OUT010,347.1912
NCJ18,OUT018,1675.1564
DRC27,OUT019,592.9534
DRC25,OUT035,1420.3004
FDU59,OUT035,2634.0925
FDU28,OUT035,2565.1265
NCP30,OUT046,670.04224
FDB39,OUT018,715.8225
FDE41,OUT013,1362.7699
DRH11,OUT010,192.04764
FDA58,OUT045,2586.6113
FDU50,OUT046,1868.4127
FDM34,OUT013,2106.804
FDM44,OUT027,2671.6365
FDR39,OUT045,3030.7021
FDM25,OUT045,2784.178
FDQ49,OUT049,2147.1611
DRH25,OUT018,662.9733
FDM09,OUT027,4731.8496
FDL44,OUT019,383.62692
NCR42,OUT018,475.27496
DRL59,OUT046,861.2439
FDX43,OUT013,2680.723
DRK47,OUT010,578.465
FDU48,OUT018,1841.4136
FDY12,OUT045,746.88306
NCN43,OUT018,1802.917
NCM55,OUT018,2795.9973
FDQ21,OUT027,3204.1895
FDX13,OUT035,4122.215
NCK30,OUT027,6035.2964
FDG20,OUT049,2366.8035
DRG27,OUT017,703.5308
FDY14,OUT018,3697.113
FDP59,OUT035,1567.1223
FDU60,OUT017,2809.0205
NCC18,OUT019,400.0926
DRJ39,OUT017,3551.914
FDS07,OUT049,1902.9
FDM08,OUT027,5764.7383
FDP51,OUT045,1914.797
FDU16,OUT035,1404.4058
FDH12,OUT013,1656.6788
DRE48,OUT010,515.11816
NCL42,OUT027,7167.185
FDR21,OUT045,2773.8333
NCW29,OUT035,2196.543
FDO11,OUT013,3934.4346
NCM31,OUT049,2145.2292
FDV35,OUT019,343.84863
FDF58,OUT017,1003.83887
NCE43,OUT049,2734.1934
FDA02,OUT035,2521.0864
DRL37,OUT010,44.325294
FDR24,OUT018,1237.8192
FDW59,OUT049,1360.6018
FDS22,OUT049,701.4061
FDW24,OUT017,808.4367
FDU24,OUT035,1597.687
FDA21,OUT027,5712.244
FDH58,OUT027,3057.771
FDW36,OUT018,1475.9645
FDI45,OUT027,4738.078
FDU01,OUT018,2789.2234
FDF35,OUT027,2748.5964
FDU43,OUT019,-977.61694
FDE24,OUT019,295.27982
