Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU58,OUT013,3141.4297
FDY27,OUT017,2947.6882
FDV56,OUT035,1709.7056
FDT59,OUT046,3861.1277
FDB23,OUT046,3644.6157
FDR49,OUT045,812.4019
FDB03,OUT010,634.39294
FDN39,OUT045,2557.3162
FDX02,OUT027,5721.9688
FDQ16,OUT027,2660.4285
FDU35,OUT018,1417.9259
NCT29,OUT013,2044.6967
FDZ27,OUT046,812.4019
FDN57,OUT017,2119.478
FDA03,OUT018,2201.0159
FDZ36,OUT045,3093.9934
NCU05,OUT013,1326.7633
FDT39,OUT018,2213.9443
FDK60,OUT017,1528.2533
FDZ25,OUT017,2720.7556
FDG12,OUT046,2044.6967
DRB01,OUT019,155.68576
NCC43,OUT027,5876.233
FDX13,OUT019,715.79083
FDM22,OUT049,881.256
FDJ03,OUT027,1394.0227
FDU14,OUT018,3692.9524
FDB33,OUT010,430.13626
FDP27,OUT046,3141.4297
FDO38,OUT010,275.21222
FDE28,OUT027,6002.3496
FDO27,OUT035,1566.101
DRL23,OUT027,2660.4285
FDS28,OUT046,913.6621
FDX24,OUT013,1528.2533
FDZ02,OUT035,1566.101
FDL46,OUT045,1858.4423
FDS60,OUT027,4666.4917
NCO06,OUT017,702.9484
FDO16,OUT035,1406.8727
FDC60,OUT049,1369.025
FDA48,OUT018,3209.704
FDZ36,OUT027,5074.485
FDK27,OUT045,1997.2603
FDW23,OUT018,532.8817
FDM14,OUT018,1586.5671
FDM14,OUT013,1671.8579
FDW60,OUT018,2692.5508
FDE21,OUT013,1905.8787
NCM42,OUT035,1709.7056
FDY59,OUT010,330.11545
DRI49,OUT049,1326.7633
FDT28,OUT019,404.15594
FDQ22,OUT018,532.8817
FDR60,OUT049,1326.7633
FDC50,OUT019,330.11545
FDV24,OUT013,2485.6736
DRF48,OUT010,542.14355
FDQ47,OUT046,702.9484
DRN36,OUT049,1528.2533
NCY06,OUT035,2118.4817
FDE52,OUT035,1468.9933
NCB54,OUT045,2033.1965
NCF31,OUT035,2523.521
FDJ08,OUT027,5211.001
NCC07,OUT017,1671.8579
NCD19,OUT027,1721.7219
FDL46,OUT049,1905.8787
FDM20,OUT045,3834.0864
NCI06,OUT010,469.79074
DRM11,OUT035,4055.3713
NCH07,OUT018,2335.4429
FDS23,OUT013,2119.478
FDO49,OUT018,623.9883
FDS35,OUT049,1093.4695
DRK39,OUT045,1323.8972
DRI39,OUT049,913.6621
FDV04,OUT017,2428.4849
NCN14,OUT035,3187.918
FDH08,OUT013,3861.1277
FDS20,OUT046,3179.582
FDV40,OUT049,1162.9149
FDZ48,OUT010,350.47604
FDS24,OUT027,2368.8643
FDK44,OUT049,2857.1013
FDS48,OUT045,2438.2373
FDK26,OUT010,542.14355
FDD23,OUT045,3093.9934
NCH54,OUT017,2634.264
NCP14,OUT010,339.64752
FDM60,OUT010,83.646095
FDV24,OUT017,2485.6736
FDH08,OUT018,3482.2195
FDS12,OUT027,3267.453
FDR39,OUT027,4697.9673
FDP12,OUT027,1107.5227
DRF60,OUT027,5944.9673
FDC09,OUT035,1709.7056
FDF50,OUT018,2858.2742
FDG28,OUT035,3919.37
NCE19,OUT017,913.6621
NCM53,OUT010,352.55286
NCN18,OUT049,1774.9805
FDF32,OUT035,3179.277
FDF11,OUT013,3920.3855
DRI59,OUT049,3731.2603
NCG54,OUT035,2758.603
FDM44,OUT046,1671.8579
FDT57,OUT018,3555.7656
FDV24,OUT046,2485.6736
FDI50,OUT019,715.2081
FDS09,OUT035,850.2495
NCC31,OUT027,3746.726
FDQ07,OUT019,586.32874
FDC22,OUT017,3141.4297
FDZ56,OUT046,2720.7556
FDZ40,OUT019,200.54211
FDS46,OUT027,2998.9656
DRD24,OUT045,2095.855
FDV45,OUT017,3141.4297
FDL26,OUT045,2438.2373
FDA56,OUT018,1816.5414
FDN27,OUT046,1832.3817
FDM20,OUT049,3881.5227
FDO16,OUT017,1336.205
FDL03,OUT035,3149.7656
FDE58,OUT046,1905.8787
FDI02,OUT027,2998.9656
NCC55,OUT019,83.646095
FDR03,OUT018,3167.3982
FDB14,OUT017,1528.2533
FDR45,OUT013,4391.9443
NCN07,OUT017,2119.478
FDM51,OUT019,339.64752
FDT52,OUT027,5944.9673
FDL26,OUT046,2485.6736
NCZ42,OUT046,3910.181
DRI47,OUT019,404.15594
FDW40,OUT013,2143.2913
FDN34,OUT046,2720.7556
FDS01,OUT035,2985.5356
NCG55,OUT045,1858.4423
FDC11,OUT035,1406.8727
FDX35,OUT018,3401.2715
NCB06,OUT046,2634.264
FDR09,OUT019,686.27936
FDC53,OUT017,1528.2533
FDY45,OUT013,4057.5723
FDA22,OUT010,461.87143
FDE02,OUT035,1566.101
FDW21,OUT045,1624.4215
FDV34,OUT046,1162.9149
FDS59,OUT049,1671.8579
NCW17,OUT017,2080.6343
NCK54,OUT046,1905.8787
FDG17,OUT019,657.80615
FDG35,OUT017,2754.0925
FDD08,OUT010,65.29926
NCO07,OUT017,3492.0103
FDJ10,OUT010,398.72592
FDW36,OUT017,1671.8579
FDW21,OUT010,339.64752
FDY19,OUT017,1905.8787
DRE03,OUT013,812.4019
NCC55,OUT049,721.29535
FDH52,OUT010,141.28033
FDO09,OUT017,4034.159
FDU43,OUT045,3617.1921
FDX09,OUT010,502.09946
FDH40,OUT019,297.2953
FDW58,OUT017,1671.8579
FDC47,OUT017,4244.409
NCR41,OUT035,1566.101
DRG49,OUT035,3919.37
FDC52,OUT027,3746.726
FDY13,OUT046,1162.9149
FDY35,OUT013,721.29535
FDI35,OUT017,3179.582
NCU18,OUT049,2143.2913
FDY33,OUT018,2335.4429
FDC15,OUT027,4046.0806
FDU01,OUT049,3111.9182
NCU42,OUT046,2846.1863
NCV29,OUT018,2692.5508
NCY30,OUT017,3150.0706
FDQ46,OUT049,1858.9852
FDG58,OUT027,3746.726
FDK33,OUT017,3456.1414
NCD07,OUT045,1858.4423
NCX29,OUT027,3746.726
NCT42,OUT013,2485.6736
DRN59,OUT035,850.2495
FDI44,OUT035,1364.611
FDA45,OUT049,2844.6794
FDP31,OUT045,1007.66504
FDY01,OUT046,1905.8787
FDT09,OUT018,1847.7477
DRH03,OUT027,2559.5684
FDA36,OUT018,2801.141
NCF31,OUT017,2485.6736
FDG14,OUT049,2485.6736
FDG28,OUT027,5944.9673
FDU14,OUT049,4057.5723
FDY47,OUT019,378.7558
FDI56,OUT049,1431.1456
DRD01,OUT013,913.6621
FDM22,OUT046,913.6621
FDH33,OUT013,721.29535
DRZ24,OUT013,1905.8787
NCQ38,OUT046,1671.8579
FDO16,OUT027,2262.6584
FDU07,OUT027,3746.726
NCB07,OUT013,3111.9182
FDU48,OUT045,2072.0417
NCM43,OUT045,2586.8276
FDR31,OUT010,350.13742
DRK49,OUT018,532.8817
NCI30,OUT010,573.28595
DRD60,OUT017,2947.6882
NCG19,OUT046,3797.0022
FDH12,OUT035,1709.7056
FDM32,OUT035,1566.101
FDM27,OUT035,2523.521
NCU53,OUT027,3953.1316
NCQ18,OUT046,1606.3392
FDS10,OUT013,2918.1768
FDB33,OUT027,4089.6482
FDI12,OUT013,1369.025
NCW42,OUT013,3683.0815
NCC06,OUT018,1808.904
FDW02,OUT017,2080.6343
NCD43,OUT017,1671.8579
FDM57,OUT018,1147.7914
FDA58,OUT017,3891.926
FDK56,OUT046,3141.4297
FDP52,OUT045,3784.18
FDW20,OUT018,1816.5414
FDS52,OUT049,1671.8579
NCT29,OUT018,1760.5652
NCL54,OUT013,2857.1013
FDC05,OUT045,3093.9934
FDF34,OUT035,3122.144
FDP03,OUT027,3101.5461
FDD32,OUT010,297.2953
FDZ10,OUT045,2033.1965
FDZ40,OUT035,951.5097
FDD51,OUT018,532.8817
NCY30,OUT019,414.18924
FDP58,OUT017,3489.861
FDV49,OUT017,4057.5723
FDY24,OUT019,190.82431
NCO55,OUT017,1671.8579
FDR13,OUT017,1905.8787
FDS51,OUT017,980.8685
FDP26,OUT045,1624.4215
NCB54,OUT027,3306.2961
FDF32,OUT017,3141.4297
FDN31,OUT018,2858.2742
DRM48,OUT017,702.9484
FDN20,OUT049,2691.2441
DRL01,OUT046,3929.1929
FDV56,OUT049,1671.8579
DRH13,OUT027,2660.4285
FDA03,OUT017,2472.745
FDF47,OUT027,5610.584
FDX32,OUT046,2485.6736
FDX57,OUT049,1528.2533
NCA30,OUT045,3064.482
FDO49,OUT013,812.4019
FDL04,OUT019,339.64752
DRM48,OUT035,740.796
FDR16,OUT013,3489.861
NCC19,OUT018,2858.2742
NCE42,OUT045,3791.2114
FDY24,OUT017,913.6621
FDH19,OUT049,2827.5898
FDJ46,OUT013,2857.1013
FDN45,OUT010,549.58167
FDY08,OUT035,2157.3254
FDZ37,OUT035,1406.8727
NCT30,OUT045,812.4019
DRY23,OUT018,532.8817
NCZ30,OUT018,1816.5414
FDC44,OUT018,1717.4653
FDB45,OUT035,1636.2086
FDY04,OUT013,2634.264
FDM27,OUT046,2634.264
FDZ43,OUT017,3881.5227
FDT39,OUT019,404.15594
NCC06,OUT019,366.15848
FDL15,OUT027,3746.726
FDL57,OUT017,4146.8228
FDU08,OUT046,1528.2533
FDK40,OUT017,4057.5723
FDQ12,OUT010,623.1229
FDS48,OUT017,2485.6736
FDP09,OUT045,3436.3267
FDW21,OUT049,1606.3392
FDY25,OUT035,3771.955
DRE13,OUT017,1369.025
FDV43,OUT019,83.646095
FDD22,OUT045,1811.5488
FDM46,OUT019,330.11545
NCO30,OUT010,493.6129
FDM25,OUT046,2857.1013
NCN41,OUT049,2044.6967
FDU24,OUT045,1515.9456
FDZ50,OUT046,3141.4297
FDP45,OUT013,3815.555
NCM54,OUT045,2033.1965
FDW10,OUT019,399.09094
FDP20,OUT017,2080.6343
FDK32,OUT046,2485.6736
FDN52,OUT049,1369.025
FDM58,OUT045,1727.5441
FDZ46,OUT027,2989.1438
NCA18,OUT018,1717.4653
FDD35,OUT046,2044.6967
NCK31,OUT035,850.2495
FDI40,OUT027,2660.4285
FDT50,OUT019,330.11545
NCT06,OUT046,2634.264
FDT31,OUT035,3092.6326
FDT45,OUT049,881.256
FDT13,OUT045,3093.9934
FDO50,OUT045,1418.8379
NCU18,OUT010,398.72592
NCR54,OUT049,3141.4297
NCO18,OUT018,2692.5508
FDU09,OUT045,1032.4092
FDT13,OUT018,2858.2742
FDE09,OUT046,1858.9852
NCK53,OUT019,339.64752
FDG45,OUT049,3814.1265
DRH15,OUT035,794.59644
FDO21,OUT019,578.4124
FDD14,OUT027,5154.505
FDC09,OUT046,1671.8579
FDH45,OUT027,1125.8696
FDV32,OUT046,1093.4695
FDG12,OUT035,1943.7263
FDS32,OUT013,2119.478
NCL55,OUT018,3655.1577
DRE01,OUT035,3895.9568
DRE15,OUT049,1326.7633
NCL42,OUT045,4478.333
FDP31,OUT013,1019.97266
FDN33,OUT018,1339.84
FDZ59,OUT046,2634.264
FDE45,OUT010,443.7007
FDJ07,OUT013,1905.8787
FDQ45,OUT018,2801.141
FDM33,OUT027,5456.837
FDO15,OUT010,210.72597
FDM46,OUT013,1528.2533
FDR03,OUT045,3444.574
FDY49,OUT018,2421.934
FDQ60,OUT045,1858.4423
FDW10,OUT049,2754.0925
FDO51,OUT049,721.29535
FDJ40,OUT018,1483.4446
FDS20,OUT018,2896.4265
FDU45,OUT013,1858.9852
FDV02,OUT035,2758.603
FDN09,OUT046,3881.5227
NCM55,OUT027,5211.001
FDN23,OUT018,2213.9443
FDY31,OUT010,367.6985
FDW03,OUT010,339.64752
FDD14,OUT046,3150.0706
FDV23,OUT017,2080.6343
DRI03,OUT045,2809.665
FDN13,OUT035,1644.1869
FDF45,OUT027,1753.4851
FDU46,OUT035,1406.8727
FDB57,OUT049,3701.7488
FDV12,OUT049,1606.3392
FDQ58,OUT013,2485.6736
NCA18,OUT017,1905.8787
FDH52,OUT049,980.8685
FDM24,OUT018,2213.9443
NCP43,OUT027,4754.4634
NCO18,OUT019,502.09946
FDM32,OUT017,1431.1456
NCL07,OUT017,702.9484
FDK03,OUT013,4061.36
FDP59,OUT017,1598.361
FDQ24,OUT049,4057.5723
FDQ16,OUT018,1483.4446
FDU44,OUT013,2634.264
FDH28,OUT010,83.646095
FDV28,OUT019,65.29926
FDM22,OUT045,913.6621
FDR56,OUT046,3141.4297
FDV39,OUT049,3084.2966
FDU37,OUT019,275.21222
FDQ11,OUT010,718.1751
FDX02,OUT045,3683.824
NCS42,OUT018,1339.84
FDY57,OUT027,2559.5684
FDB21,OUT049,3858.1094
FDE28,OUT017,3837.7144
FDQ55,OUT017,1905.8787
FDA48,OUT049,3707.847
FDZ19,OUT045,2809.665
NCC43,OUT045,3793.5076
NCV18,OUT046,1336.205
NCA42,OUT018,2335.4429
FDY45,OUT046,4057.5723
NCC30,OUT045,2900.252
FDM57,OUT013,1369.025
FDL09,OUT010,432.35995
FDB09,OUT027,3238.0627
FDT44,OUT035,1943.7263
NCT06,OUT027,4089.6482
FDX26,OUT049,3179.582
FDK32,OUT013,2485.6736
DRA12,OUT046,2143.2913
FDO46,OUT010,523.12445
FDE52,OUT013,1369.025
NCH42,OUT045,3782.0957
FDV08,OUT035,759.14294
FDB47,OUT018,3224.5312
FDC28,OUT010,350.47604
FDD22,OUT046,1905.8787
FDS07,OUT027,2998.9656
DRI13,OUT045,3465.8381
FDG32,OUT018,3371.76
FDU14,OUT017,4057.5723
FDD28,OUT019,200.54211
NCP41,OUT017,1671.8579
FDS08,OUT049,2857.1013
FDX47,OUT045,2586.8276
FDC53,OUT019,339.64752
FDQ19,OUT035,3958.233
FDL14,OUT045,2438.2373
FDM33,OUT019,579.09314
FDA51,OUT045,1858.4423
FDZ27,OUT018,623.9883
FDT04,OUT046,721.29535
DRC13,OUT049,2044.6967
FDR16,OUT027,5320.321
FDQ03,OUT027,5687.8228
FDE38,OUT035,2758.603
DRH23,OUT027,1721.7219
FDT11,OUT019,542.14355
FDD09,OUT035,2985.5356
FDR40,OUT045,1323.8972
FDX07,OUT017,3150.0706
FDR07,OUT035,1492.604
FDA51,OUT017,1905.8787
FDT59,OUT019,623.1229
FDF20,OUT017,3141.4297
FDR13,OUT045,1858.4423
FDY26,OUT049,3519.6318
FDW04,OUT017,2119.478
FDK52,OUT017,3808.203
FDN60,OUT049,2634.264
FDM09,OUT019,502.09946
FDP46,OUT049,1369.025
FDB50,OUT019,275.21222
NCQ29,OUT049,3996.3643
FDP16,OUT027,5888.471
FDX33,OUT018,2335.4429
FDP07,OUT010,506.5413
FDN22,OUT046,4004.6475
FDF39,OUT049,4093.8352
FDS21,OUT017,980.8685
NCM42,OUT013,1671.8579
FDK50,OUT019,451.51538
DRF13,OUT027,3746.726
FDH35,OUT018,2305.9314
FDP60,OUT018,1417.9259
DRJ49,OUT027,3306.2961
NCT42,OUT019,404.15594
FDE38,OUT049,2720.7556
FDI04,OUT049,3141.4297
NCH54,OUT045,2586.8276
FDT56,OUT049,924.2103
DRD15,OUT018,3482.2195
FDV58,OUT013,3038.421
FDP21,OUT049,3141.4297
FDH05,OUT013,3837.7144
FDR10,OUT027,4089.6482
NCP06,OUT045,2425.3088
FDF33,OUT049,1671.8579
DRK37,OUT013,3141.4297
DRH49,OUT045,1323.8972
FDT58,OUT013,2720.7556
FDD41,OUT018,1483.4446
FDP40,OUT018,1586.5671
FDM51,OUT027,2660.4285
FDO45,OUT010,330.11545
FDW33,OUT010,339.64752
FDY24,OUT045,913.6621
FDB10,OUT010,634.39294
FDM40,OUT035,2181.1387
NCI06,OUT017,2947.6882
FDW12,OUT019,350.13742
FDX48,OUT027,3746.726
NCW05,OUT027,2660.4285
FDX27,OUT017,1528.2533
DRM37,OUT045,3568.8047
FDA38,OUT045,3794.038
FDR36,OUT046,721.29535
FDZ45,OUT046,3141.4297
FDG05,OUT017,2634.264
FDK28,OUT013,4017.524
FDV47,OUT045,1356.7173
FDN21,OUT045,2557.3162
FDP20,OUT027,3267.453
FDI35,OUT045,3132.1458
DRY23,OUT013,721.29535
FDA56,OUT017,2044.6967
FDB09,OUT013,2044.6967
NCO26,OUT027,2998.9656
FDQ49,OUT018,2197.3225
FDI52,OUT027,3238.0627
FDZ44,OUT027,2998.9656
FDZ09,OUT018,2335.4429
FDY03,OUT049,1905.8787
NCG42,OUT017,2119.478
DRI13,OUT027,5480.25
FDQ32,OUT013,2080.6343
FDW16,OUT035,1468.9933
FDU27,OUT046,812.4019
FDR28,OUT010,451.51538
FDQ49,OUT010,400.6248
FDS37,OUT046,1905.8787
FDW26,OUT018,3209.704
FDX12,OUT018,3500.3198
NCP06,OUT013,2472.745
FDW45,OUT010,367.6985
NCN30,OUT049,1528.2533
FDN24,OUT049,881.256
NCL41,OUT027,1107.5227
FDR02,OUT019,352.55286
FDD09,OUT010,469.79074
FDS33,OUT010,330.11545
FDU22,OUT045,1941.284
FDI53,OUT013,2634.264
DRH01,OUT049,2857.1013
FDX32,OUT013,2143.2913
NCP30,OUT018,532.8817
FDB60,OUT045,3093.9934
FDB14,OUT049,1528.2533
NCP02,OUT035,951.5097
FDJ10,OUT017,2119.478
FDG34,OUT046,1774.9805
NCB18,OUT017,1369.025
FDM16,OUT049,1162.9149
FDW25,OUT018,1147.7914
FDB35,OUT010,330.11545
DRN11,OUT013,2143.2913
FDF41,OUT019,634.39294
FDH16,OUT045,1356.7173
NCQ50,OUT018,3127.5552
DRH23,OUT018,725.24854
DRJ37,OUT013,2485.6736
DRJ24,OUT027,5211.001
FDY16,OUT035,3187.918
FDQ27,OUT045,1624.4215
FDZ33,OUT045,2438.2373
FDF29,OUT045,2072.0417
FDA08,OUT049,2634.264
FDG31,OUT046,1093.4695
FDE34,OUT019,561.2768
NCR30,OUT027,1992.228
FDV33,OUT035,4095.4192
DRZ24,OUT018,1760.5652
NCL54,OUT035,2894.9487
FDR12,OUT049,2857.1013
NCC54,OUT046,3858.1094
DRN59,OUT013,812.4019
FDX50,OUT019,350.47604
FDV31,OUT027,4754.4634
NCA29,OUT027,4646.676
FDW60,OUT049,2857.1013
FDX08,OUT017,3179.582
DRD49,OUT013,3858.1094
FDD33,OUT046,3837.7144
FDW35,OUT013,721.29535
FDJ36,OUT017,1671.8579
FDV51,OUT035,2758.603
FDW36,OUT046,1671.8579
FDH35,OUT046,2604.7524
NCS30,OUT027,3169.7795
FDN49,OUT017,721.29535
FDL08,OUT018,3516.9028
FDI09,OUT013,3828.598
FDP19,OUT018,1847.7477
FDU21,OUT010,65.29926
NCP41,OUT045,1624.4215
FDY10,OUT013,1858.9852
FDP12,OUT018,514.5348
NCN26,OUT049,1905.8787
FDK44,OUT013,2857.1013
FDC28,OUT049,1671.8579
FDJ41,OUT027,6092.86
NCT29,OUT035,2082.5452
NCH42,OUT019,591.5274
FDU60,OUT018,2392.4226
FDS02,OUT045,3093.9934
FDC51,OUT046,2044.6967
FDU03,OUT013,3150.0706
FDX39,OUT045,3465.8381
NCY05,OUT010,65.29926
NCL06,OUT027,6023.47
FDD32,OUT035,1364.611
NCN41,OUT045,1997.2603
NCX53,OUT049,2130.3628
FDU57,OUT019,404.15594
FDQ23,OUT046,1671.8579
FDQ52,OUT045,3986.7227
FDC14,OUT045,721.29535
FDY09,OUT035,2894.9487
FDQ28,OUT045,2438.2373
FDV25,OUT046,4334.627
FDJ07,OUT035,1943.7263
DRB25,OUT049,1671.8579
FDK52,OUT019,549.58167
FDY52,OUT027,1812.1536
FDB28,OUT046,3141.4297
FDT36,OUT035,740.796
FDV25,OUT017,4334.627
NCN07,OUT027,3306.2961
FDC57,OUT017,3111.9182
FDQ03,OUT018,3439.0483
FDU23,OUT017,2720.7556
NCX41,OUT035,3521.6104
NCD06,OUT035,850.2495
FDW08,OUT045,1624.4215
NCU29,OUT017,2485.6736
NCE06,OUT013,2634.264
FDV52,OUT010,365.32654
FDB02,OUT017,2857.1013
NCR18,OUT045,721.29535
FDK16,OUT049,1528.2533
NCQ29,OUT010,677.9963
FDZ01,OUT019,339.64752
FDW27,OUT035,2672.1113
FDD17,OUT018,3516.9028
FDW39,OUT013,2857.1013
DRH59,OUT045,1102.8606
FDS52,OUT013,1671.8579
FDU40,OUT027,5123.0293
NCF54,OUT013,2857.1013
FDH46,OUT045,1624.4215
NCP14,OUT049,1671.8579
FDH50,OUT049,3141.4297
DRF15,OUT010,391.22754
FDV27,OUT027,2400.3398
NCJ06,OUT049,1988.7205
FDN02,OUT018,3224.5312
FDQ51,OUT049,812.4019
FDQ07,OUT017,3707.847
FDS45,OUT049,1671.8579
NCJ06,OUT045,1997.2603
FDD36,OUT035,1943.7263
FDY25,OUT045,3784.3367
FDU52,OUT046,2485.6736
DRK47,OUT017,3861.1277
NCL30,OUT017,2080.6343
FDN22,OUT035,4042.4949
NCF30,OUT027,3267.453
FDK03,OUT035,4099.2075
FDT45,OUT017,913.6621
NCC54,OUT027,5921.554
FDP08,OUT018,2828.7627
FDU44,OUT046,2634.264
DRG39,OUT035,919.1036
FDU32,OUT049,2044.6967
FDY27,OUT049,2947.6882
NCP54,OUT013,2044.6967
NCZ41,OUT049,2080.6343
DRL49,OUT013,2155.0903
FDI05,OUT018,1138.3497
FDY56,OUT045,3813.6914
DRC13,OUT013,2044.6967
NCV29,OUT017,2947.6882
FDR24,OUT049,1431.1456
FDZ34,OUT018,3208.547
FDP37,OUT035,2118.4817
FDX08,OUT027,4754.4634
FDS57,OUT045,2095.855
NCG18,OUT049,1671.8579
FDK25,OUT018,2421.934
FDH53,OUT049,1326.7633
DRI59,OUT018,3380.2297
FDA52,OUT046,2857.1013
FDT20,OUT010,83.646095
FDE36,OUT019,812.82886
FDI24,OUT017,2857.1013
FDB28,OUT018,2858.2742
FDV11,OUT017,2857.1013
FDP01,OUT046,2472.745
FDD34,OUT027,4089.6482
FDJ50,OUT027,1426.9309
FDZ44,OUT013,1905.8787
DRO59,OUT035,1200.7626
DRB48,OUT045,721.29535
FDR21,OUT018,2572.4524
NCE42,OUT010,879.1285
FDO23,OUT046,1528.2533
NCE30,OUT018,3178.1084
FDQ22,OUT035,740.796
FDY01,OUT045,1858.4423
FDS08,OUT017,2947.6882
FDG28,OUT018,3516.9028
FDQ51,OUT018,623.9883
FDB05,OUT017,3994.1106
FDO56,OUT049,1905.8787
FDE02,OUT018,1339.84
FDN45,OUT017,3678.3354
FDS09,OUT013,812.4019
NCA54,OUT018,2692.5508
FDP09,OUT010,569.884
FDC53,OUT045,1594.0315
NCM55,OUT017,3141.4297
FDL09,OUT018,2392.4226
FDA11,OUT019,330.11545
FDA50,OUT045,1515.9456
FDC23,OUT017,2947.6882
FDE22,OUT049,2634.264
FDD23,OUT046,3141.4297
NCA29,OUT049,2857.1013
FDK38,OUT046,2485.6736
DRC13,OUT046,2044.6967
NCP43,OUT049,2947.6882
FDX28,OUT049,1606.3392
FDF08,OUT049,1431.1456
FDZ33,OUT046,2485.6736
FDD10,OUT049,2787.1184
FDO58,OUT017,2604.7524
FDI50,OUT017,3953.213
FDO58,OUT045,2557.3162
FDX08,OUT013,2947.6882
NCK17,OUT010,83.646095
FDF39,OUT035,4271.647
FDU45,OUT010,318.4332
NCJ18,OUT018,1717.4653
DRC27,OUT019,634.39294
DRC25,OUT035,1406.8727
FDU59,OUT035,2672.1113
FDU28,OUT035,3149.7656
NCP30,OUT046,721.29535
FDB39,OUT018,725.24854
FDE41,OUT013,1369.025
DRH11,OUT010,200.54211
FDA58,OUT045,3466.2056
FDU50,OUT046,1905.8787
FDM34,OUT013,2119.478
FDM44,OUT027,2660.4285
FDR39,OUT045,3064.482
FDM25,OUT045,2809.665
FDQ49,OUT049,2472.745
DRH25,OUT018,692.84235
FDM09,OUT027,4646.676
FDL44,OUT019,410.89563
NCR42,OUT018,514.5348
DRL59,OUT046,881.256
FDX43,OUT013,2720.7556
DRK47,OUT010,599.7097
FDU48,OUT018,1847.7477
FDY12,OUT045,812.4019
NCN43,OUT018,1816.5414
NCM55,OUT018,2858.2742
FDQ21,OUT027,3206.5872
FDX13,OUT035,4095.4192
NCK30,OUT027,6023.47
FDG20,OUT049,2857.1013
DRG27,OUT017,721.29535
FDY14,OUT018,3692.9524
FDP59,OUT035,1636.2086
FDU60,OUT017,2691.2441
NCC18,OUT019,472.588
DRJ39,OUT017,3483.763
FDS07,OUT049,1905.8787
FDM08,OUT027,5721.9688
FDP51,OUT045,1941.284
FDU16,OUT035,1374.0526
FDH12,OUT013,1671.8579
DRE48,OUT010,523.12445
NCL42,OUT027,6553.513
FDR21,OUT045,2870.7405
NCW29,OUT035,2157.3254
FDO11,OUT013,4057.5723
NCM31,OUT049,2143.2913
FDV35,OUT019,391.22754
FDF58,OUT017,980.8685
NCE43,OUT049,2720.7556
FDA02,OUT035,2523.521
DRL37,OUT010,83.646095
FDR24,OUT018,1242.7323
FDW59,OUT049,1336.205
FDS22,OUT049,721.29535
FDW24,OUT017,812.4019
FDU24,OUT035,1566.101
FDA21,OUT027,5211.001
FDH58,OUT027,2998.9656
FDW36,OUT018,1483.4446
FDI45,OUT027,4646.676
FDU01,OUT018,2828.7627
FDF35,OUT027,2718.3582
FDU43,OUT019,417.49872
FDE24,OUT019,350.13742
