Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDO49,OUT018,754.171875
FDS35,OUT049,961.546875
DRK39,OUT045,1220.3828125
DRI39,OUT049,1412.703125
FDV04,OUT017,1558.109375
NCN14,OUT035,2333.578125
FDH08,OUT013,3192.59375
FDS20,OUT046,2956.6171875
FDV40,OUT049,893.4921875
FDZ48,OUT010,-240.8515625
FDS24,OUT027,2585.28125
FDK44,OUT049,2016.2890625
FDS48,OUT045,2021.3515625
FDK26,OUT010,1449.34375
FDD23,OUT045,3116.90625
NCH54,OUT017,2376.1953125
NCP14,OUT010,691.7265625
FDM60,OUT010,-1402.2109375
FDV24,OUT017,2090.8125
FDH08,OUT018,2902.03125
FDS12,OUT027,3984.71875
FDR39,OUT027,5226.9296875
FDP12,OUT027,1863.734375
DRF60,OUT027,6020.7109375
FDC09,OUT035,1523.3984375
FDF50,OUT018,2794.9140625
FDG28,OUT035,2736.3828125
NCE19,OUT017,1173.8203125
NCM53,OUT010,-318.375
NCN18,OUT049,2757.0546875
FDF32,OUT035,2446.3203125
FDF11,OUT013,3223.6640625
DRI59,OUT049,3889.796875
NCG54,OUT035,3368.0078125
FDM44,OUT046,1612.15625
FDT57,OUT018,3183.375
FDV24,OUT046,1978.5859375
FDI50,OUT019,3155.1796875
FDS09,OUT035,918.2890625
NCC31,OUT027,3954.796875
FDQ07,OUT019,1428.4453125
FDC22,OUT017,2986.2734375
FDZ56,OUT046,2847.5546875
FDZ40,OUT019,-1278.6953125
FDS46,OUT027,3435.25
DRD24,OUT045,1967.6796875
FDV45,OUT017,3721.765625
FDL26,OUT045,2838.328125
FDA56,OUT018,2264.4296875
FDN27,OUT046,1297.7421875
FDM20,OUT049,4710.5078125
FDO16,OUT017,2238.15625
FDL03,OUT035,2708.1796875
FDE58,OUT046,2075.5
FDI02,OUT027,3065.921875
NCC55,OUT019,-1391.9140625
FDR03,OUT018,3873.1484375
FDB14,OUT017,1906.390625
FDR45,OUT013,5603.1953125
NCN07,OUT017,2115.8125
FDM51,OUT019,-60.75
FDT52,OUT027,4812.5859375
FDL26,OUT046,2901.8828125
NCZ42,OUT046,4159.53125
DRI47,OUT019,800.90625
FDW40,OUT013,2776.7578125
FDN34,OUT046,3308.4453125
FDS01,OUT035,2825.6640625
NCG55,OUT045,2381.4453125
FDC11,OUT035,1735.6640625
FDX35,OUT018,3367.4140625
NCB06,OUT046,2684.7890625
FDR09,OUT019,1311.0
FDC53,OUT017,1463.7109375
FDY45,OUT013,3513.2421875
FDA22,OUT010,1424.40625
FDE02,OUT035,1981.953125
FDW21,OUT045,1308.203125
FDV34,OUT046,1321.4765625
FDS59,OUT049,2104.453125
NCW17,OUT017,2502.5546875
NCK54,OUT046,1597.390625
FDG17,OUT019,2852.203125
FDG35,OUT017,2023.9296875
FDD08,OUT010,-1566.890625
NCO07,OUT017,3026.203125
FDJ10,OUT010,89.46875
FDW36,OUT017,1502.859375
FDW21,OUT010,-588.3203125
FDY19,OUT017,2537.3515625
DRE03,OUT013,997.0
NCC55,OUT049,597.796875
FDH52,OUT010,-837.796875
FDO09,OUT017,4295.515625
FDU43,OUT045,2058.6171875
FDX09,OUT010,1302.4140625
FDH40,OUT019,-647.1171875
FDW58,OUT017,1764.390625
FDC47,OUT017,4695.390625
NCR41,OUT035,1957.734375
DRG49,OUT035,4038.20703125
FDC52,OUT027,3653.5625
FDY13,OUT046,1478.578125
FDY35,OUT013,1194.0859375
FDI35,OUT017,4059.6484375
NCU18,OUT049,2455.0625
FDY33,OUT018,3061.7109375
FDC15,OUT027,3639.65625
FDU01,OUT049,3212.296875
NCU42,OUT046,3678.3984375
NCV29,OUT018,2495.7421875
NCY30,OUT017,3051.5546875
FDQ46,OUT049,1900.515625
FDG58,OUT027,3874.328125
FDK33,OUT017,3673.8125
NCD07,OUT045,1264.0234375
NCX29,OUT027,3902.2890625
NCT42,OUT013,1699.359375
DRN59,OUT035,567.2734375
FDI44,OUT035,1329.3046875
FDA45,OUT049,2642.4453125
FDP31,OUT045,577.453125
FDY01,OUT046,1722.9609375
FDT09,OUT018,2013.2265625
DRH03,OUT027,2855.625
FDA36,OUT018,1969.2421875
NCF31,OUT017,1925.7421875
FDG14,OUT049,3885.53125
FDG28,OUT027,4017.8046875
FDU14,OUT049,4342.0
FDY47,OUT019,-154.34375
FDI56,OUT049,1968.515625
DRD01,OUT013,854.11328125
FDM22,OUT046,1199.671875
FDH33,OUT013,738.1171875
DRZ24,OUT013,2342.99609375
NCQ38,OUT046,1769.453125
FDO16,OUT027,3571.1171875
FDU07,OUT027,3731.5859375
NCB07,OUT013,3331.234375
FDU48,OUT045,1448.5859375
NCM43,OUT045,2651.1015625
FDR31,OUT010,685.859375
DRK49,OUT018,295.80859375
NCI30,OUT010,816.15625
DRD60,OUT017,3073.77734375
NCG19,OUT046,2240.59375
FDH12,OUT035,2010.5546875
FDM32,OUT035,1546.3125
FDM27,OUT035,2671.375
NCU53,OUT027,3410.5078125
NCQ18,OUT046,1662.0546875
FDS10,OUT013,2931.0078125
FDB33,OUT027,4760.734375
FDI12,OUT013,1176.5390625
NCW42,OUT013,3163.2109375
NCC06,OUT018,3107.0390625
FDW02,OUT017,2909.734375
NCD43,OUT017,1799.2734375
FDM57,OUT018,787.6171875
FDA58,OUT017,2258.734375
FDK56,OUT046,3049.2578125
FDP52,OUT045,4160.859375
FDW20,OUT018,1899.8828125
FDS52,OUT049,1583.3046875
NCT29,OUT018,1422.1640625
NCL54,OUT013,3022.375
FDC05,OUT045,2556.9921875
FDF34,OUT035,3091.0546875
FDP03,OUT027,3577.71875
FDD32,OUT010,-866.9375
FDZ10,OUT045,2184.9921875
FDZ40,OUT035,780.3046875
FDD51,OUT018,286.4765625
NCY30,OUT019,1052.34375
FDP58,OUT017,3031.09375
FDV49,OUT017,4547.28125
FDY24,OUT019,-788.65625
NCO55,OUT017,1897.796875
FDR13,OUT017,1316.6484375
FDS51,OUT017,662.3046875
FDP26,OUT045,1238.9609375
NCB54,OUT027,3136.859375
FDF32,OUT017,2394.421875
FDN31,OUT018,2150.4375
DRM48,OUT017,700.85546875
FDN20,OUT049,3036.8515625
DRL01,OUT046,4552.953125
FDV56,OUT049,384.78125
DRH13,OUT027,2657.3046875
FDA03,OUT017,2479.4921875
FDF47,OUT027,4018.0625
FDX32,OUT046,2409.828125
FDX57,OUT049,1902.53125
NCA30,OUT045,2612.8046875
FDO49,OUT013,1044.7890625
FDL04,OUT019,-339.3359375
DRM48,OUT035,752.94921875
FDR16,OUT013,4659.328125
NCC19,OUT018,3378.7109375
NCE42,OUT045,4432.6796875
FDY24,OUT017,1271.1015625
FDH19,OUT049,3071.671875
FDJ46,OUT013,2561.640625
FDN45,OUT010,973.7578125
FDY08,OUT035,2038.265625
FDZ37,OUT035,918.0859375
NCT30,OUT045,1021.5546875
DRY23,OUT018,314.98046875
NCZ30,OUT018,1596.8203125
FDC44,OUT018,1875.21875
FDB45,OUT035,1769.109375
FDY04,OUT013,2178.296875
FDM27,OUT046,2586.0
FDZ43,OUT017,4562.796875
FDT39,OUT019,703.890625
NCC06,OUT019,1483.7578125
FDL15,OUT027,3449.3515625
FDL57,OUT017,4939.34375
FDU08,OUT046,1070.9375
FDK40,OUT017,4728.828125
FDQ12,OUT010,851.890625
FDS48,OUT017,2217.1640625
FDP09,OUT045,3357.7109375
FDW21,OUT049,1453.3203125
FDY25,OUT035,4840.859375
DRE13,OUT017,1391.48046875
FDV43,OUT019,-1647.1796875
FDD22,OUT045,3338.8125
FDM46,OUT019,-435.515625
NCO30,OUT010,640.4609375
FDM25,OUT046,2958.1640625
NCN41,OUT049,2023.40625
FDU24,OUT045,1795.4765625
FDZ50,OUT046,4777.171875
FDP45,OUT013,3024.78125
NCM54,OUT045,2314.4921875
FDW10,OUT019,2005.890625
FDP20,OUT017,1264.078125
FDK32,OUT046,2908.5703125
FDN52,OUT049,202.359375
FDM58,OUT045,2248.8671875
FDZ46,OUT027,2795.8671875
NCA18,OUT018,1433.8046875
FDD35,OUT046,1992.03125
NCK31,OUT035,553.5546875
FDI40,OUT027,3066.7578125
FDT50,OUT019,-791.1484375
NCT06,OUT046,2404.0
FDT31,OUT035,3126.1875
FDT45,OUT049,965.0390625
FDT13,OUT045,3110.4296875
FDO50,OUT045,1493.5625
NCU18,OUT010,421.375
NCR54,OUT049,2554.90625
NCO18,OUT018,2828.7109375
FDU09,OUT045,1420.9375
FDT13,OUT018,2909.9609375
FDE09,OUT046,1570.8828125
NCK53,OUT019,306.8125
FDG45,OUT049,4713.4921875
DRH15,OUT035,1386.92578125
FDO21,OUT019,439.3046875
FDD14,OUT027,4241.7265625
FDC09,OUT046,1359.1171875
FDH45,OUT027,2289.53125
FDV32,OUT046,1464.3203125
FDG12,OUT035,2376.2578125
FDS32,OUT013,1932.375
NCL55,OUT018,3469.1796875
DRE01,OUT035,3961.05078125
DRE15,OUT049,1380.03125
NCL42,OUT045,5830.1953125
FDP31,OUT013,667.875
FDN33,OUT018,801.765625
FDZ59,OUT046,3139.0625
FDE45,OUT010,1512.6875
FDJ07,OUT013,1535.078125
FDQ45,OUT018,2533.4375
FDM33,OUT027,5303.609375
FDO15,OUT010,-650.734375
FDM46,OUT013,1553.90625
FDR03,OUT045,4073.6015625
FDY49,OUT018,1843.8671875
FDQ60,OUT045,1968.234375
FDW10,OUT049,4012.1796875
FDO51,OUT049,422.171875
FDJ40,OUT018,1592.359375
FDS20,OUT018,2692.578125
FDU45,OUT013,2232.3203125
FDV02,OUT035,2612.4453125
FDN09,OUT046,3095.90625
NCM55,OUT027,4376.9375
FDN23,OUT018,2262.9453125
FDY31,OUT010,360.28125
FDW03,OUT010,250.6015625
FDD14,OUT046,2795.5859375
FDV23,OUT017,2317.1171875
DRI03,OUT045,2817.2890625
FDN13,OUT035,1579.625
FDF45,OUT027,2721.6015625
FDU46,OUT035,1717.8828125
FDB57,OUT049,3824.109375
FDV12,OUT049,2264.5859375
FDQ58,OUT013,2066.5390625
NCA18,OUT017,1810.2890625
FDH52,OUT049,1182.25
FDM24,OUT018,1636.34375
NCP43,OUT027,3985.3984375
NCO18,OUT019,1206.75
FDM32,OUT017,1494.6171875
NCL07,OUT017,764.1796875
FDK03,OUT013,5088.34375
FDP59,OUT017,1705.8515625
FDQ24,OUT049,4413.96875
FDQ16,OUT018,2009.3828125
FDU44,OUT013,2813.421875
FDH28,OUT010,-1542.6015625
FDV28,OUT019,-1404.203125
FDM22,OUT045,1145.28125
FDR56,OUT046,3906.171875
FDV39,OUT049,3133.640625
FDU37,OUT019,-156.5078125
FDQ11,OUT010,958.984375
FDX02,OUT045,4093.671875
NCS42,OUT018,1558.9140625
FDY57,OUT027,3043.2265625
FDB21,OUT049,4117.96875
FDE28,OUT017,3774.3828125
FDQ55,OUT017,1860.9296875
FDA48,OUT049,4536.53125
FDZ19,OUT045,2581.3828125
NCC43,OUT045,2521.9921875
NCV18,OUT046,2803.2109375
NCA42,OUT018,2706.0546875
FDY45,OUT046,3507.6875
NCC30,OUT045,2128.9921875
FDM57,OUT013,1078.390625
FDL09,OUT010,-271.1953125
FDB09,OUT027,2838.0390625
FDT44,OUT035,1697.9765625
NCT06,OUT027,3849.65625
FDX26,OUT049,2815.7734375
FDK32,OUT013,2935.21875
DRA12,OUT046,2247.0546875
FDO46,OUT010,1080.859375
FDE52,OUT013,2053.59375
NCH42,OUT045,4093.3984375
FDV08,OUT035,301.953125
FDB47,OUT018,2056.25
FDC28,OUT010,-440.25
FDD22,OUT046,3402.3984375
FDS07,OUT027,2881.7734375
DRI13,OUT045,3145.1328125
FDG32,OUT018,3123.9375
FDU14,OUT017,4372.8984375
FDD28,OUT019,-1277.703125
NCP41,OUT017,1999.1015625
FDS08,OUT049,1660.3828125
FDX47,OUT045,2446.7109375
FDC53,OUT019,-525.8828125
FDQ19,OUT035,5048.234375
FDL14,OUT045,2333.5859375
FDM33,OUT019,1936.046875
FDA51,OUT045,1597.9140625
FDZ27,OUT018,589.265625
FDT04,OUT046,866.625
DRC13,OUT049,1579.0625
FDR16,OUT027,6078.5390625
FDQ03,OUT027,3906.9765625
FDE38,OUT035,3105.4609375
DRH23,OUT027,2637.79296875
FDT11,OUT019,585.0234375
FDD09,OUT035,3244.640625
FDR40,OUT045,941.546875
FDX07,OUT017,3240.203125
FDR07,OUT035,1412.9765625
FDA51,OUT017,1773.5625
FDT59,OUT019,1655.6015625
FDF20,OUT017,3474.5078125
FDR13,OUT045,1140.625
FDY26,OUT049,4416.7890625
FDW04,OUT017,2385.3828125
FDK52,OUT017,4013.7890625
FDN60,OUT049,3010.1484375
FDM09,OUT019,-102.6328125
FDP46,OUT049,2146.0546875
FDB50,OUT019,-477.0546875
NCQ29,OUT049,2453.65625
FDP16,OUT027,5689.453125
FDX33,OUT018,2233.765625
FDP07,OUT010,684.0625
FDN22,OUT046,3221.6484375
FDF39,OUT049,5555.6875
FDS21,OUT017,1369.6953125
NCM42,OUT013,1526.0546875
FDK50,OUT019,1013.90625
DRF13,OUT027,4213.2421875
FDH35,OUT018,2126.0078125
FDP60,OUT018,1147.3671875
DRJ49,OUT027,3378.5078125
NCT42,OUT019,-213.3359375
FDE38,OUT049,3022.796875
FDI04,OUT049,3182.8046875
NCH54,OUT045,2200.3046875
FDT56,OUT049,1111.3046875
DRD15,OUT018,2756.23828125
FDV58,OUT013,2493.5703125
FDP21,OUT049,3659.3984375
FDH05,OUT013,3794.0625
FDR10,OUT027,3754.2265625
NCP06,OUT045,1859.5234375
FDF33,OUT049,2086.515625
DRK37,OUT013,4147.66015625
DRH49,OUT045,1141.875
FDT58,OUT013,2164.5859375
FDD41,OUT018,1212.4296875
FDP40,OUT018,1498.1953125
FDM51,OUT027,3271.515625
FDO45,OUT010,-836.6484375
FDW33,OUT010,-420.46875
FDY24,OUT045,1155.625
FDB10,OUT010,157.875
FDM40,OUT035,2283.5546875
NCI06,OUT017,3645.2578125
FDW12,OUT019,158.921875
FDX48,OUT027,3881.0390625
NCW05,OUT027,4668.953125
FDX27,OUT017,1653.78125
DRM37,OUT045,4147.7109375
FDA38,OUT045,2471.109375
FDR36,OUT046,978.453125
FDZ45,OUT046,3398.15625
FDG05,OUT017,1999.8046875
FDK28,OUT013,4865.2890625
FDV47,OUT045,1418.3046875
FDN21,OUT045,1782.7578125
FDP20,OUT027,2597.2890625
FDI35,OUT045,3883.6484375
DRY23,OUT013,605.87890625
FDA56,OUT017,2640.96875
FDB09,OUT013,1418.9765625
NCO26,OUT027,3502.3984375
FDQ49,OUT018,1367.625
FDI52,OUT027,3018.0703125
FDZ44,OUT027,2956.9453125
FDZ09,OUT018,2719.265625
FDY03,OUT049,1867.9765625
NCG42,OUT017,1977.6328125
DRI13,OUT027,4654.1953125
FDQ32,OUT013,2307.90625
FDW16,OUT035,2118.125
FDU27,OUT046,967.6328125
FDR28,OUT010,633.40625
FDQ49,OUT010,-312.0234375
FDS37,OUT046,1836.1640625
FDW26,OUT018,2576.5234375
FDX12,OUT018,3810.734375
NCP06,OUT013,1949.671875
FDW45,OUT010,527.9765625
NCN30,OUT049,1146.25
FDN24,OUT049,1170.265625
NCL41,OUT027,2185.6328125
FDR02,OUT019,222.6953125
FDD09,OUT010,1145.7578125
FDS33,OUT010,-130.3828125
FDU22,OUT045,2629.078125
FDI53,OUT013,1791.6484375
DRH01,OUT049,2764.3984375
FDX32,OUT013,2436.5234375
NCP30,OUT018,228.9453125
FDB60,OUT045,2975.3125
FDB14,OUT049,1875.703125
NCP02,OUT035,1244.1484375
FDJ10,OUT017,2191.1875
FDG34,OUT046,1335.5859375
NCB18,OUT017,2185.5234375
FDM16,OUT049,1596.71875
FDW25,OUT018,570.921875
FDB35,OUT010,-201.90625
DRN11,OUT013,2300.85546875
FDF41,OUT019,1788.875
FDH16,OUT045,1037.875
NCQ50,OUT018,3731.3046875
DRH23,OUT018,927.26171875
DRJ37,OUT013,2521.55859375
DRJ24,OUT027,3953.8203125
FDY16,OUT035,3699.1640625
FDQ27,OUT045,2065.9375
FDZ33,OUT045,2045.515625
FDF29,OUT045,1790.6171875
FDA08,OUT049,2261.6875
FDG31,OUT046,1172.65625
FDE34,OUT019,1483.546875
NCR30,OUT027,2560.546875
FDV33,OUT035,3282.015625
DRZ24,OUT018,2073.41796875
NCL54,OUT035,3160.015625
FDR12,OUT049,2167.46875
NCC54,OUT046,4265.4765625
DRN59,OUT013,437.26171875
FDX50,OUT019,-539.9609375
FDV31,OUT027,3539.21875
NCA29,OUT027,4374.4921875
FDW60,OUT049,2791.890625
FDX08,OUT017,2552.34375
DRD49,OUT013,3605.67578125
FDD33,OUT046,3805.7890625
FDW35,OUT013,817.4140625
FDJ36,OUT017,1668.8203125
FDV51,OUT035,2363.34375
FDW36,OUT046,1390.421875
FDH35,OUT046,2390.0625
NCS30,OUT027,3823.8515625
FDN49,OUT017,893.1875
FDL08,OUT018,3080.609375
FDI09,OUT013,3869.9296875
FDP19,OUT018,2082.0390625
FDU21,OUT010,-1515.6171875
NCP41,OUT045,1823.0390625
FDY10,OUT013,1947.484375
FDP12,OUT018,154.0234375
NCN26,OUT049,2367.0
FDK44,OUT013,1961.4765625
FDC28,OUT049,1593.0078125
FDJ41,OUT027,4907.3046875
NCT29,OUT035,1850.515625
NCH42,OUT019,2264.2421875
FDU60,OUT018,3488.734375
FDS02,OUT045,3495.375
FDC51,OUT046,2121.34375
FDU03,OUT013,2409.875
FDX39,OUT045,3888.046875
NCY05,OUT010,-1508.8203125
NCL06,OUT027,4832.203125
FDD32,OUT035,1231.953125
NCN41,OUT045,1878.2734375
NCX53,OUT049,2990.296875
FDU57,OUT019,538.0625
FDQ23,OUT046,1738.59375
FDQ52,OUT045,4728.6328125
FDC14,OUT045,805.8671875
FDY09,OUT035,2155.5546875
FDQ28,OUT045,2835.953125
FDV25,OUT046,4894.2421875
FDJ07,OUT035,1672.734375
DRB25,OUT049,1870.484375
FDK52,OUT019,1984.578125
FDY52,OUT027,2547.328125
FDB28,OUT046,2656.8203125
FDT36,OUT035,933.7109375
FDV25,OUT017,5006.7109375
NCN07,OUT027,3448.921875
FDC57,OUT017,2433.8828125
FDQ03,OUT018,2197.0546875
FDU23,OUT017,2988.0546875
NCX41,OUT035,3300.015625
NCD06,OUT035,734.6328125
FDW08,OUT045,915.5703125
NCU29,OUT017,2766.7421875
NCE06,OUT013,1754.171875
FDV52,OUT010,85.5546875
FDB02,OUT017,3542.703125
NCR18,OUT045,182.4453125
FDK16,OUT049,2093.546875
NCQ29,OUT010,395.3828125
FDZ01,OUT019,-67.609375
FDW27,OUT035,2226.40625
FDD17,OUT018,3438.1484375
FDW39,OUT013,2416.2578125
DRH59,OUT045,978.015625
FDS52,OUT013,1528.2734375
FDU40,OUT027,4002.5
NCF54,OUT013,2865.59375
FDH46,OUT045,1250.3359375
NCP14,OUT049,2753.09375
FDH50,OUT049,2937.078125
DRF15,OUT010,-575.90625
FDV27,OUT027,2907.625
NCJ06,OUT049,1998.2109375
FDN02,OUT018,3302.6796875
FDQ51,OUT049,886.6171875
FDQ07,OUT017,3462.2578125
FDS45,OUT049,2444.4375
NCJ06,OUT045,1853.0859375
FDD36,OUT035,1790.5078125
FDY25,OUT045,4613.0859375
FDU52,OUT046,1754.2265625
DRK47,OUT017,3428.37890625
NCL30,OUT017,2711.8984375
FDN22,OUT035,3385.9375
NCF30,OUT027,3469.25
FDK03,OUT035,5225.9453125
FDT45,OUT017,995.859375
NCC54,OUT027,5711.359375
FDP08,OUT018,3081.265625
FDU44,OUT046,2786.75
DRG39,OUT035,1054.44921875
FDU32,OUT049,2187.171875
FDY27,OUT049,2081.0234375
NCP54,OUT013,1958.484375
NCZ41,OUT049,1938.421875
DRL49,OUT013,1305.87109375
FDI05,OUT018,1344.7109375
FDY56,OUT045,4060.4375
DRC13,OUT013,1524.08203125
NCV29,OUT017,2872.2421875
FDR24,OUT049,1228.046875
FDZ34,OUT018,4516.9296875
FDP37,OUT035,2592.7734375
FDX08,OUT027,3885.3828125
FDS57,OUT045,1807.6328125
NCG18,OUT049,2012.203125
FDK25,OUT018,3163.9921875
FDH53,OUT049,1640.84375
DRI59,OUT018,3544.19140625
FDA52,OUT046,2662.96875
FDT20,OUT010,-1390.7265625
FDE36,OUT019,1875.84375
FDI24,OUT017,3801.0234375
FDB28,OUT018,2392.65625
FDV11,OUT017,2316.4921875
FDP01,OUT046,1871.2890625
FDD34,OUT027,3889.7890625
FDJ50,OUT027,2338.5546875
FDZ44,OUT013,1537.9296875
DRO59,OUT035,1762.34375
DRB48,OUT045,549.234375
FDR21,OUT018,2068.78125
NCE42,OUT010,2567.078125
FDO23,OUT046,1639.390625
NCE30,OUT018,2098.4296875
FDQ22,OUT035,260.7890625
FDY01,OUT045,1659.25
FDS08,OUT017,1691.203125
FDG28,OUT018,2308.0703125
FDQ51,OUT018,541.0390625
FDB05,OUT017,3351.21875
FDO56,OUT049,1851.8984375
FDE02,OUT018,1604.59375
FDN45,OUT017,3069.71875
FDS09,OUT013,780.6796875
NCA54,OUT018,2591.3359375
FDP09,OUT010,1480.2890625
FDC53,OUT045,1287.6171875
NCM55,OUT017,3043.5625
FDL09,OUT018,1453.375
FDA11,OUT019,-517.703125
FDA50,OUT045,1338.3984375
FDC23,OUT017,3600.6171875
FDE22,OUT049,2661.8203125
FDD23,OUT046,3180.4296875
NCA29,OUT049,3010.5
FDK38,OUT046,2226.1640625
DRC13,OUT046,1497.4453125
NCP43,OUT049,2621.3984375
FDX28,OUT049,1946.578125
FDF08,OUT049,1701.796875
FDZ33,OUT046,2109.1171875
FDD10,OUT049,1896.8984375
FDO58,OUT017,2461.953125
FDI50,OUT017,5157.140625
FDO58,OUT045,2285.9375
FDX08,OUT013,2466.421875
NCK17,OUT010,-1134.5859375
FDF39,OUT035,5664.375
FDU45,OUT010,263.9375
NCJ18,OUT018,1873.0859375
DRC27,OUT019,1183.0234375
DRC25,OUT035,1627.35546875
FDU59,OUT035,3175.3828125
FDU28,OUT035,2271.328125
NCP30,OUT046,492.921875
FDB39,OUT018,766.8828125
FDE41,OUT013,1429.2734375
DRH11,OUT010,-1293.80078125
FDA58,OUT045,2082.9140625
FDU50,OUT046,1564.7578125
FDM34,OUT013,1946.765625
FDM44,OUT027,3057.7890625
FDR39,OUT045,3717.515625
FDM25,OUT045,2894.625
FDQ49,OUT049,1713.2421875
DRH25,OUT018,608.26171875
FDM09,OUT027,3263.890625
FDL44,OUT019,1065.765625
NCR42,OUT018,521.9609375
DRL59,OUT046,1559.4765625
FDX43,OUT013,2044.9453125
